,TEAM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,HOME,GAMEID,Date
281,San Antonio Spurs,44,88,50,11,22,50,13,18,72.2,8,35,43,21,9,4,9,19,112,17,1,140,11/5/2017
282,Indiana Pacers,37,79,46.8,12,25,48,15,17,88.2,4,30,34,24,6,2,12,17,101,-7,0,141,11/5/2017
283,New York Knicks,44,88,50,6,23,26.1,14,19,73.7,12,34,46,24,8,7,12,21,108,7,1,141,11/5/2017
284,Charlotte Hornets,37,89,41.6,9,28,32.1,11,21,52.4,10,30,40,24,8,3,11,24,94,-18,0,142,11/5/2017
285,Minnesota Timberwolves,38,83,45.8,10,24,41.7,26,30,86.7,12,42,54,20,4,4,16,19,112,18,1,142,11/5/2017
286,Oklahoma City Thunder,40,89,44.9,11,33,33.3,8,15,53.3,6,26,32,17,11,2,11,27,99,-4,0,143,11/5/2017
287,Portland Trail Blazers,37,74,50,7,20,35,22,28,78.6,7,37,44,20,6,7,21,20,103,4,1,143,11/5/2017
288,Memphis Grizzlies,40,87,46,11,37,29.7,11,14,78.6,6,33,39,23,6,7,12,22,102,-5,0,144,11/5/2017
289,Los Angeles Lakers,40,85,47.1,9,27,33.3,18,23,78.3,8,38,46,25,5,4,16,16,107,5,1,144,11/5/2017
290,Boston Celtics,39,81,48.1,14,36,38.9,18,22,81.8,7,35,42,28,3,3,13,21,110,3,0,145,11/6/2017
291,Atlanta Hawks,39,81,48.1,13,26,50,16,20,80,5,31,36,24,8,4,14,22,107,-3,1,145,11/6/2017
292,Brooklyn Nets,35,87,40.2,8,32,25,20,29,69,11,37,48,20,10,4,16,30,98,6,0,146,11/6/2017
293,Phoenix Suns,30,86,34.9,6,25,24,26,35,74.3,14,38,52,13,8,7,17,29,92,-6,1,146,11/6/2017
294,Miami Heat,30,83,36.1,8,26,30.8,12,17,70.6,7,37,44,19,10,6,20,20,80,-17,0,147,11/6/2017
295,Golden State Warriors,32,87,36.8,11,32,34.4,22,24,91.7,13,38,51,20,12,10,14,21,97,17,1,147,11/6/2017
296,Milwaukee Bucks,47,83,56.6,13,30,43.3,12,16,75,8,28,36,29,6,8,16,31,119,-5,0,148,11/7/2017
297,Cleveland Cavaliers,41,82,50,9,18,50,33,38,86.8,12,27,39,18,7,4,12,16,124,5,1,148,11/7/2017
298,New Orleans Pelicans,44,87,50.6,14,35,40,15,22,68.2,11,32,43,23,6,5,12,18,117,5,0,149,11/7/2017
299,Indiana Pacers,44,93,47.3,9,24,37.5,15,18,83.3,11,30,41,19,4,4,10,21,112,-5,1,149,11/7/2017
300,Dallas Mavericks,43,91,47.3,11,30,36.7,16,20,80,11,42,53,26,6,8,11,23,113,14,0,150,11/7/2017
301,Washington Wizards,32,75,42.7,10,25,40,25,32,78.1,3,36,39,21,5,5,15,19,99,-14,1,150,11/7/2017
302,Charlotte Hornets,42,91,46.2,15,37,40.5,14,17,82.4,17,23,40,24,8,2,13,22,113,-5,0,151,11/7/2017
303,New York Knicks,45,75,60,12,25,48,16,21,76.2,6,29,35,29,5,5,16,19,118,5,1,151,11/7/2017
304,Chicago Bulls,40,80,50,11,29,37.9,23,28,82.1,8,29,37,26,10,2,13,23,114,-5,0,152,11/7/2017
305,Toronto Raptors,44,81,54.3,13,25,52,18,24,75,7,30,37,22,5,0,15,22,119,5,1,152,11/7/2017
306,LA Clippers,42,82,51.2,11,30,36.7,12,17,70.6,10,29,39,20,6,4,17,19,107,-13,0,153,11/7/2017
307,San Antonio Spurs,45,84,53.6,15,28,53.6,15,19,78.9,11,28,39,33,13,3,13,21,120,13,1,153,11/7/2017
308,Brooklyn Nets,38,89,42.7,11,35,31.4,17,22,77.3,8,39,47,22,12,6,25,16,104,-8,0,154,11/7/2017
309,Denver Nuggets,44,93,47.3,9,34,26.5,15,20,75,9,38,47,26,16,9,19,21,112,8,1,154,11/7/2017
310,Philadelphia 76ers,34,81,42,12,27,44.4,24,30,80,8,48,56,23,5,6,22,34,104,7,0,155,11/7/2017
311,Utah Jazz,30,99,30.3,9,39,23.1,28,35,80,14,31,45,15,14,6,12,23,97,-7,1,155,11/7/2017
312,Memphis Grizzlies,35,73,47.9,7,19,36.8,21,25,84,5,29,34,18,8,10,14,21,98,1,0,156,11/7/2017
313,Portland Trail Blazers,36,81,44.4,6,19,31.6,19,20,95,10,32,42,11,9,1,16,18,97,-1,1,156,11/7/2017
314,Oklahoma City Thunder,29,86,33.7,10,37,27,18,23,78.3,9,35,44,15,16,2,14,17,86,-8,0,157,11/7/2017
315,Sacramento Kings,37,79,46.8,9,24,37.5,11,12,91.7,5,42,47,21,6,5,23,24,94,8,1,157,11/7/2017
316,Indiana Pacers,38,88,43.2,7,24,29.2,14,18,77.8,7,31,38,22,8,3,15,24,97,-17,0,158,11/8/2017
317,Detroit Pistons,43,83,51.8,12,27,44.4,16,25,64,8,42,50,25,3,5,15,22,114,17,1,158,11/8/2017
318,New York Knicks,42,80,52.5,5,12,41.7,10,13,76.9,12,30,42,26,7,2,23,21,99,-13,0,159,11/8/2017
319,Orlando Magic,43,80,53.7,13,28,46.4,13,22,59.1,6,23,29,31,16,7,12,15,112,13,1,159,11/8/2017
320,Los Angeles Lakers,37,85,43.5,5,24,20.8,17,23,73.9,12,36,48,16,8,8,20,30,96,-11,0,160,11/8/2017
321,Boston Celtics,38,98,38.8,7,29,24.1,24,31,77.4,16,32,48,20,8,6,13,20,107,11,1,160,11/8/2017
322,Miami Heat,43,81,53.1,12,30,40,28,35,80,11,42,53,21,5,4,14,25,126,11,0,161,11/8/2017
323,Phoenix Suns,40,88,45.5,12,29,41.4,23,30,76.7,6,28,34,20,4,2,11,29,115,-11,1,161,11/8/2017
324,Minnesota Timberwolves,38,92,41.3,5,24,20.8,20,27,74.1,9,32,41,21,15,0,13,14,101,-24,0,162,11/8/2017
325,Golden State Warriors,48,85,56.5,15,36,41.7,14,18,77.8,3,42,45,37,10,9,19,23,125,24,1,162,11/8/2017
326,Los Angeles Lakers,31,86,36,3,23,13,30,41,73.2,17,29,46,17,9,4,19,19,95,-16,0,163,11/9/2017
327,Washington Wizards,43,83,51.8,7,21,33.3,18,20,90,7,38,45,20,7,4,19,31,111,16,1,163,11/9/2017
328,Cleveland Cavaliers,45,81,55.6,12,27,44.4,11,14,78.6,4,22,26,24,9,1,18,30,113,-4,0,165,11/9/2017
329,Houston Rockets,36,77,46.8,16,46,34.8,29,36,80.6,17,28,45,21,11,5,22,27,117,4,1,165,11/9/2017
330,Philadelphia 76ers,37,87,42.5,15,37,40.5,19,27,70.4,13,43,56,23,6,5,17,28,108,-1,0,166,11/9/2017
331,Sacramento Kings,40,93,43,12,27,44.4,17,28,60.7,8,37,45,29,6,5,9,19,109,1,1,166,11/9/2017
332,Oklahoma City Thunder,38,90,42.2,11,30,36.7,7,14,50,18,26,44,16,15,7,16,23,94,-8,0,167,11/9/2017
333,Denver Nuggets,38,82,46.3,9,27,33.3,17,22,77.3,14,31,45,27,7,7,18,15,102,8,1,167,11/9/2017
334,Atlanta Hawks,44,89,49.4,8,24,33.3,8,11,72.7,11,34,45,28,11,7,15,21,104,-7,0,168,11/10/2017
335,Detroit Pistons,39,89,43.8,12,30,40,21,27,77.8,20,31,51,23,7,5,17,18,111,7,1,168,11/10/2017
336,Charlotte Hornets,31,80,38.8,6,22,27.3,19,33,57.6,7,40,47,20,5,7,14,21,87,-3,0,169,11/10/2017
337,Boston Celtics,30,84,35.7,9,31,29,21,25,84,9,40,49,15,6,5,13,26,90,3,1,169,11/10/2017
338,Indiana Pacers,43,84,51.2,12,29,41.4,7,12,58.3,7,44,51,27,8,3,18,17,105,18,0,170,11/10/2017
339,Chicago Bulls,37,93,39.8,7,27,25.9,6,9,66.7,11,32,43,24,10,3,12,13,87,-18,1,170,11/10/2017
340,LA Clippers,39,84,46.4,12,30,40,21,30,70,16,30,46,13,4,2,18,30,111,-9,0,171,11/10/2017
341,Oklahoma City Thunder,40,78,51.3,11,26,42.3,29,40,72.5,11,29,40,23,8,7,11,29,120,9,1,171,11/10/2017
342,Milwaukee Bucks,41,89,46.1,5,18,27.8,7,14,50,11,36,47,27,10,7,13,13,94,7,0,172,11/10/2017
343,San Antonio Spurs,34,80,42.5,9,29,31,10,11,90.9,9,34,43,23,8,6,18,15,87,-7,1,172,11/10/2017
344,Orlando Magic,43,82,52.4,13,28,46.4,29,43,67.4,7,37,44,29,8,5,18,20,128,16,0,173,11/10/2017
345,Phoenix Suns,44,94,46.8,5,24,20.8,19,25,76,12,28,40,13,8,5,15,29,112,-16,1,173,11/10/2017
346,Miami Heat,30,77,39,10,25,40,14,18,77.8,7,41,48,10,9,6,19,20,84,10,0,174,11/10/2017
347,Utah Jazz,25,74,33.8,5,21,23.8,19,22,86.4,4,36,40,12,10,7,17,20,74,-10,1,174,11/10/2017
348,Brooklyn Nets,39,91,42.9,12,38,31.6,11,19,57.9,11,38,49,25,7,4,10,13,101,4,0,175,11/10/2017
349,Portland Trail Blazers,40,95,42.1,8,23,34.8,9,11,81.8,12,39,51,17,4,4,10,17,97,-4,1,175,11/10/2017
350,Atlanta Hawks,34,83,41,14,33,42.4,12,17,70.6,10,22,32,19,11,1,24,23,94,-19,0,176,11/11/2017
351,Washington Wizards,42,78,53.8,7,24,29.2,22,28,78.6,11,31,42,22,14,10,23,22,113,19,1,176,11/11/2017
352,LA Clippers,35,86,40.7,10,26,38.5,23,27,85.2,8,29,37,16,12,1,11,24,103,-8,0,177,11/11/2017
353,New Orleans Pelicans,43,80,53.7,6,16,37.5,19,24,79.2,8,43,51,26,7,4,23,19,111,8,1,177,11/11/2017
354,Sacramento Kings,30,80,37.5,7,22,31.8,24,30,80,11,31,42,19,6,4,13,18,91,-27,0,178,11/11/2017
355,New York Knicks,47,90,52.2,12,27,44.4,12,15,80,8,32,40,29,6,6,11,22,118,27,1,178,11/11/2017
356,Memphis Grizzlies,38,79,48.1,6,20,30,14,18,77.8,5,36,41,23,9,5,19,20,96,-15,0,179,11/11/2017
357,Houston Rockets,37,83,44.6,16,45,35.6,21,28,75,11,35,46,18,14,4,15,19,111,15,1,179,11/11/2017
358,Cleveland Cavaliers,35,81,43.2,12,31,38.7,29,35,82.9,10,43,53,18,8,3,17,18,111,7,0,180,11/11/2017
359,Dallas Mavericks,39,92,42.4,10,34,29.4,16,21,76.2,9,33,42,21,7,3,10,26,104,-7,1,180,11/11/2017
360,Los Angeles Lakers,31,74,41.9,6,22,27.3,22,37,59.5,8,40,48,21,7,9,21,22,90,-8,0,181,11/11/2017
361,Milwaukee Bucks,35,85,41.2,6,23,26.1,22,26,84.6,9,33,42,16,11,4,12,27,98,8,1,181,11/11/2017
362,Chicago Bulls,40,86,46.5,6,23,26.1,8,13,61.5,5,23,28,22,9,4,13,15,94,-39,0,182,11/11/2017
363,San Antonio Spurs,51,85,60,18,27,66.7,13,16,81.3,8,36,44,33,5,6,13,16,133,39,1,182,11/11/2017
364,Philadelphia 76ers,44,94,46.8,12,28,42.9,14,20,70,13,25,38,30,10,2,19,19,114,-21,0,183,11/11/2017
365,Golden State Warriors,48,82,58.5,14,27,51.9,25,26,96.2,4,35,39,31,15,11,22,23,135,21,1,183,11/11/2017
366,Orlando Magic,41,87,47.1,11,31,35.5,14,20,70,8,28,36,24,7,5,12,19,107,-18,0,184,11/11/2017
367,Denver Nuggets,46,87,52.9,12,29,41.4,21,27,77.8,13,37,50,29,9,4,12,16,125,18,1,184,11/11/2017
368,Minnesota Timberwolves,39,96,40.6,4,20,20,28,35,80,19,28,47,16,12,4,11,21,110,-8,0,185,11/11/2017
369,Phoenix Suns,46,86,53.5,10,26,38.5,16,24,66.7,7,39,46,21,4,10,18,25,118,8,1,185,11/11/2017
370,Brooklyn Nets,35,76,46.1,7,23,30.4,29,39,74.4,10,31,41,13,7,4,17,22,106,-8,0,186,11/11/2017
371,Utah Jazz,41,85,48.2,11,29,37.9,21,25,84,12,32,44,19,12,3,16,29,114,8,1,186,11/11/2017
372,Toronto Raptors,32,69,46.4,10,24,41.7,20,23,87,6,30,36,18,8,8,17,20,94,-1,0,187,11/12/2017
373,Boston Celtics,35,87,40.2,10,26,38.5,15,19,78.9,15,31,46,24,9,2,14,18,95,1,1,187,11/12/2017
374,Miami Heat,39,90,43.3,13,37,35.1,12,16,75,7,32,39,25,8,5,9,22,103,-9,0,188,11/12/2017
375,Detroit Pistons,42,87,48.3,14,28,50,14,20,70,11,43,54,24,2,5,13,17,112,9,1,188,11/12/2017
376,Houston Rockets,43,90,47.8,17,47,36.2,15,18,83.3,10,37,47,24,10,5,13,20,118,23,0,189,11/12/2017
377,Indiana Pacers,37,83,44.6,8,22,36.4,13,21,61.9,7,34,41,18,5,7,13,15,95,-23,1,189,11/12/2017
378,Dallas Mavericks,37,87,42.5,11,37,29.7,14,18,77.8,11,30,41,18,9,4,20,20,99,-13,0,190,11/12/2017
379,Oklahoma City Thunder,36,72,50,15,32,46.9,25,33,75.8,3,34,37,21,10,4,15,23,112,13,1,190,11/12/2017
380,Sacramento Kings,34,84,40.5,12,23,52.2,12,18,66.7,10,25,35,19,8,4,10,15,92,-18,0,191,11/13/2017
381,Washington Wizards,44,86,51.2,11,34,32.4,11,12,91.7,10,40,50,30,7,1,11,21,110,18,1,191,11/13/2017
382,Cleveland Cavaliers,35,88,39.8,16,45,35.6,18,22,81.8,14,34,48,21,7,7,20,21,104,3,0,192,11/13/2017
383,New York Knicks,38,88,43.2,8,25,32,17,22,77.3,13,36,49,19,13,3,17,21,101,-3,1,192,11/13/2017
384,Memphis Grizzlies,37,76,48.7,11,26,42.3,18,21,85.7,8,29,37,21,5,1,14,25,103,-7,0,193,11/13/2017
385,Milwaukee Bucks,40,82,48.8,12,22,54.5,18,25,72,10,26,36,23,6,5,9,19,110,7,1,193,11/13/2017
386,Atlanta Hawks,40,87,46,17,36,47.2,8,9,88.9,10,26,36,25,14,1,16,18,105,-1,0,194,11/13/2017
387,New Orleans Pelicans,41,75,54.7,13,33,39.4,11,17,64.7,7,31,38,31,10,5,19,13,106,1,1,194,11/13/2017
388,Los Angeles Lakers,39,92,42.4,14,33,42.4,8,13,61.5,9,44,53,17,6,6,16,20,100,7,0,195,11/13/2017
389,Phoenix Suns,37,95,38.9,7,26,26.9,12,20,60,11,43,54,15,6,4,15,17,93,-7,1,195,11/13/2017
390,Minnesota Timberwolves,37,71,52.1,10,20,50,25,29,86.2,5,35,40,22,9,5,15,13,109,11,0,196,11/13/2017
391,Utah Jazz,37,84,44,14,40,35,10,11,90.9,8,23,31,23,8,4,15,23,98,-11,1,196,11/13/2017
392,Denver Nuggets,30,84,35.7,9,32,28.1,13,15,86.7,12,23,35,13,9,2,20,16,82,-17,0,197,11/13/2017
393,Portland Trail Blazers,38,73,52.1,7,21,33.3,16,18,88.9,8,35,43,22,12,5,21,18,99,17,1,197,11/13/2017
394,Orlando Magic,37,88,42,10,32,31.3,16,18,88.9,4,31,35,26,10,3,11,18,100,-10,0,198,11/13/2017
395,Golden State Warriors,44,88,50,8,23,34.8,14,16,87.5,12,38,50,35,4,5,16,21,110,10,1,198,11/13/2017
396,Philadelphia 76ers,38,77,49.4,7,32,21.9,26,35,74.3,10,41,51,27,9,2,20,26,109,4,0,199,11/13/2017
397,LA Clippers,36,82,43.9,12,32,37.5,21,32,65.6,9,25,34,16,8,4,15,26,105,-4,1,199,11/13/2017
398,Boston Celtics,39,86,45.3,9,27,33.3,22,27,81.5,9,40,49,15,8,3,14,14,109,7,0,200,11/14/2017
399,Brooklyn Nets,39,88,44.3,14,35,40,10,16,62.5,9,34,43,26,4,3,14,24,102,-7,1,200,11/14/2017
400,Toronto Raptors,41,78,52.6,14,30,46.7,33,42,78.6,5,31,36,28,11,4,12,30,129,16,0,201,11/14/2017
401,Houston Rockets,33,79,41.8,12,39,30.8,35,41,85.4,14,34,48,21,4,4,19,27,113,-16,1,201,11/14/2017
402,San Antonio Spurs,35,79,44.3,6,26,23.1,21,27,77.8,8,39,47,18,9,7,12,16,97,6,0,202,11/14/2017
403,Dallas Mavericks,33,81,40.7,10,34,29.4,15,18,83.3,5,35,40,18,7,4,15,23,91,-6,1,202,11/14/2017
404,Sacramento Kings,31,88,35.2,6,28,21.4,12,20,60,11,18,29,18,12,2,12,19,80,-46,0,203,11/15/2017
405,Atlanta Hawks,50,79,63.3,16,32,50,10,16,62.5,9,44,53,40,9,6,18,23,126,46,1,203,11/15/2017
406,Washington Wizards,32,78,41,9,19,47.4,29,31,93.5,11,29,40,9,8,2,12,19,102,9,0,204,11/15/2017
407,Miami Heat,32,78,41,13,30,43.3,16,19,84.2,12,30,42,15,3,3,17,20,93,-9,1,204,11/15/2017
408,Utah Jazz,34,79,43,17,35,48.6,16,17,94.1,9,28,37,19,5,10,13,23,101,-5,0,205,11/15/2017
409,New York Knicks,38,81,46.9,9,21,42.9,21,25,84,12,33,45,18,4,5,11,19,106,5,1,205,11/15/2017
410,Cleveland Cavaliers,42,95,44.2,13,38,34.2,18,20,90,16,35,51,25,9,4,13,24,115,8,0,206,11/15/2017
411,Charlotte Hornets,41,86,47.7,6,26,23.1,19,28,67.9,8,33,41,21,7,5,13,19,107,-8,1,206,11/15/2017
412,Indiana Pacers,43,85,50.6,12,24,50,18,20,90,5,31,36,29,6,6,12,17,116,3,0,207,11/15/2017
413,Memphis Grizzlies,44,86,51.2,8,32,25,17,22,77.3,11,32,43,29,5,10,14,19,113,-3,1,207,11/15/2017
414,Detroit Pistons,30,85,35.3,15,37,40.5,20,23,87,17,28,45,23,7,3,16,20,95,-4,0,208,11/15/2017
415,Milwaukee Bucks,38,78,48.7,8,22,36.4,15,20,75,11,32,43,24,10,16,15,19,99,4,1,208,11/15/2017
416,San Antonio Spurs,33,79,41.8,7,24,29.2,13,15,86.7,13,32,45,20,4,4,16,18,86,-12,0,209,11/15/2017
417,Minnesota Timberwolves,39,87,44.8,9,18,50,11,16,68.8,11,30,41,27,9,4,6,16,98,12,1,209,11/15/2017
418,Toronto Raptors,45,76,59.2,16,34,47.1,19,20,95,6,31,37,27,8,6,21,20,125,9,0,210,11/15/2017
419,New Orleans Pelicans,46,91,50.5,10,27,37,14,14,100,10,22,32,31,13,3,14,21,116,-9,1,210,11/15/2017
420,Chicago Bulls,26,75,34.7,11,29,37.9,16,20,80,6,32,38,16,7,2,13,27,79,-13,0,211,11/15/2017
421,Oklahoma City Thunder,26,72,36.1,8,30,26.7,32,37,86.5,11,37,48,15,7,2,13,19,92,13,1,211,11/15/2017
422,Orlando Magic,37,79,46.8,11,29,37.9,9,9,100,7,34,41,19,6,4,15,16,94,-5,0,212,11/15/2017
423,Portland Trail Blazers,38,87,43.7,14,27,51.9,9,13,69.2,10,31,41,21,7,2,12,10,99,5,1,212,11/15/2017
424,Philadelphia 76ers,42,86,48.8,7,32,21.9,24,30,80,8,44,52,27,7,15,16,19,115,6,0,213,11/15/2017
425,Los Angeles Lakers,42,109,38.5,3,27,11.1,22,27,81.5,22,35,57,18,7,6,9,23,109,-6,1,213,11/15/2017
426,Golden State Warriors,33,82,40.2,10,32,31.3,12,19,63.2,7,40,47,22,9,10,15,24,88,-4,0,214,11/16/2017
427,Boston Celtics,26,79,32.9,7,32,21.9,33,38,86.8,7,45,52,15,8,5,15,15,92,4,1,214,11/16/2017
428,Houston Rockets,43,90,47.8,21,44,47.7,35,38,92.1,12,39,51,27,9,9,14,20,142,26,0,215,11/16/2017
429,Phoenix Suns,47,104,45.2,10,30,33.3,12,21,57.1,16,31,47,28,9,5,14,22,116,-26,1,215,11/16/2017
430,Detroit Pistons,39,93,41.9,14,33,42.4,8,10,80,11,32,43,20,4,8,11,18,100,-7,0,216,11/17/2017
431,Indiana Pacers,39,89,43.8,15,28,53.6,14,21,66.7,13,38,51,22,4,5,10,13,107,7,1,216,11/17/2017
432,Miami Heat,34,83,41,10,35,28.6,13,18,72.2,10,42,52,21,6,7,15,19,91,3,0,217,11/17/2017
433,Washington Wizards,32,84,38.1,10,35,28.6,14,16,87.5,7,39,46,18,4,4,12,17,88,-3,1,217,11/17/2017
434,Utah Jazz,39,79,49.4,12,26,46.2,17,24,70.8,10,29,39,21,6,6,16,19,107,-11,0,218,11/17/2017
435,Brooklyn Nets,43,84,51.2,17,37,45.9,15,20,75,4,32,36,27,8,2,12,21,118,11,1,218,11/17/2017
436,LA Clippers,46,103,44.7,10,35,28.6,11,14,78.6,13,42,55,29,7,10,15,26,113,-5,0,219,11/17/2017
437,Cleveland Cavaliers,42,90,46.7,11,33,33.3,23,29,79.3,8,43,51,24,9,4,15,20,118,5,1,219,11/17/2017
438,New York Knicks,30,91,33,9,23,39.1,15,17,88.2,14,29,43,17,7,4,9,12,84,-23,0,220,11/17/2017
439,Toronto Raptors,44,78,56.4,9,26,34.6,10,11,90.9,3,37,40,29,4,11,12,19,107,23,1,220,11/17/2017
440,Charlotte Hornets,42,81,51.9,10,21,47.6,26,34,76.5,5,37,42,19,3,2,12,15,120,-3,0,221,11/17/2017
441,Chicago Bulls,47,91,51.6,17,34,50,12,13,92.3,4,31,35,26,9,2,11,23,123,3,1,221,11/17/2017
442,Oklahoma City Thunder,39,89,43.8,9,23,39.1,14,21,66.7,13,28,41,24,7,3,8,22,101,-3,0,222,11/17/2017
443,San Antonio Spurs,34,77,44.2,14,35,40,22,28,78.6,12,32,44,23,6,7,13,18,104,3,1,222,11/17/2017
444,Minnesota Timberwolves,39,84,46.4,13,30,43.3,20,23,87,11,37,48,27,7,0,10,18,111,24,0,223,11/17/2017
445,Dallas Mavericks,32,86,37.2,8,38,21.1,15,17,88.2,11,30,41,18,3,3,11,20,87,-24,1,223,11/17/2017
446,Portland Trail Blazers,30,81,37,7,25,28,15,16,93.8,11,33,44,13,8,1,17,20,82,-4,0,224,11/17/2017
447,Sacramento Kings,36,85,42.4,4,14,28.6,10,15,66.7,12,31,43,20,11,5,13,22,86,4,1,224,11/17/2017
448,New Orleans Pelicans,48,91,52.7,12,33,36.4,6,10,60,8,21,29,32,2,0,13,19,114,-32,0,225,11/17/2017
449,Denver Nuggets,56,89,62.9,18,35,51.4,16,21,76.2,13,35,48,37,5,4,14,15,146,32,1,225,11/17/2017
450,Phoenix Suns,48,103,46.6,13,32,40.6,13,19,68.4,9,35,44,28,10,5,13,22,122,9,0,226,11/17/2017
451,Los Angeles Lakers,45,91,49.5,7,25,28,16,24,66.7,9,40,49,26,7,10,19,20,113,-9,1,226,11/17/2017
452,LA Clippers,33,83,39.8,8,29,27.6,13,19,68.4,7,37,44,18,5,6,14,22,87,-15,0,227,11/18/2017
453,Charlotte Hornets,34,87,39.1,11,26,42.3,23,29,79.3,8,41,49,20,7,9,8,16,102,15,1,227,11/18/2017
454,Utah Jazz,47,98,48,14,34,41.2,17,18,94.4,14,40,54,31,10,4,10,19,125,40,0,228,11/18/2017
455,Orlando Magic,31,81,38.3,8,29,27.6,15,23,65.2,11,35,46,13,10,5,16,20,85,-40,1,228,11/18/2017
456,Boston Celtics,39,82,47.6,16,34,47.1,16,20,80,9,32,41,21,9,6,15,22,110,11,0,229,11/18/2017
457,Atlanta Hawks,37,78,47.4,9,24,37.5,16,20,80,6,29,35,24,7,1,13,19,99,-11,1,229,11/18/2017
458,Golden State Warriors,50,91,54.9,7,23,30.4,17,20,85,11,37,48,25,5,6,12,18,124,8,0,230,11/18/2017
459,Philadelphia 76ers,47,97,48.5,10,29,34.5,12,16,75,11,29,40,28,8,5,11,22,116,-8,1,230,11/18/2017
460,Houston Rockets,35,78,44.9,18,43,41.9,17,21,81,9,36,45,21,8,9,16,24,105,22,0,231,11/18/2017
